Unique Poem#	Juan.Seq#	Poem Name	Poet's Name	Poet Intro	Poem Refs	Poem Commentary	Poem Content
Lu1983.473	10.50	【古博異辯游】					眾星累累如連貝。江河四海如衣帶。（○《文選》二十四贈顧交阯公真詩注。）
Lu1983.474	10.51	【古董逃行】					年命冉冉我遒。零落下歸山丘。（○漢魏詩乘補遺。）
Lu1983.475	10.52	【古樂府】					青天含翠彩。素日揚清暉。（○漢魏詩乘補遺。）
Lu1983.476	10.53	【古歌】					金荊持作枕。紫荊持作床。（○漢魏詩乘補遺。）
Lu1983.477	10.54	【古歌】					高田種小麥。終久不成穗。男兒在他鄉。焉得不憔悴。（○齊民要術二注引泛勝之書。《詩紀》十。又《爾雅》翼一引泛勝之書引穗一韻。）
Lu1983.478	11.1	【將歸操】				〖將歸操者。孔子之所作也。趙簡子循執玉帛以聘孔子。孔子將往。未至。渡狄水。聞趙殺其賢大夫竇鳴犢。喟然而嘆之曰：夫趙之所以治者。鳴犢之力也。殺鳴犢而聘余。何丘之往也。夫燔林而田。則麒麟不至。復巢破卵。則鳳皇不翔。鳥獸尚惡傷類。而況君子哉。於是援琴而鼓之雲。○逯案。今本乃據大周正樂載入敘文。未知與琴操原文是否相合。又今本所載四言歌辭翱翔于衛。復我舊居。從我所好。其樂只且。乃《孔叢子》鄹操之末章。與酈道元所見不同。今錄酈氏所見者。〗XX狄之水兮風揚波。船楫顛倒更相加。歸來歸來胡為斯。（○琴操上。朱文公校昌黎先生集注。又水經河水注五引波、加二韻。《御覽》五百七十八引大周正光有序無辭。）
Lu1983.479	11.2	【陬操】			〖附〗	〖《史記》孔子世家曰：孔子聞竇鳴犢、舜華之死也。臨河而嘆。乃還息乎陬鄉。作為陬操以哀之。《孔叢子》曰：趙簡子使聘。夫子將至焉。及河。聞鳴犢與竇犨之見殺也。回輿而旋之衛。使鄹。遂為操曰：〗	周道衰微。禮樂陵遲。文武既墜。吾將焉歸。週遊天下。靡邦可依。鳳鳥不識。珍寶梟鴟。眷然顧之。慘然心悲。巾車命駕。將適唐都。黃河洋洋。攸攸之魚。臨津不濟。還轅息鄹。傷予道窮。哀彼無辜。翱翔于衛。復我舊廬。從我所好。其樂只且。（○《孔叢子》記問篇。又《樂府詩集》五十八引后四句作將歸操。《詩紀前集》四作息鄹操。○逯案。《史記》之前。陬操一曲。蓋有弦無辭。孔業子乃托為此歌。《樂府詩集》以末尾四句當將歸操。是郭茂倩所見琴操。又與北朝傳本不同。又孔子《家語》稱孔子臨河不濟。還息于鄒。作槃操云云。然尚無歌辭。揚慎風雅逸篇雜湊四言六句。目為槃操。非是。）
Lu1983.480	11.3	【猗蘭操】				〖猗蘭操者。孔子所作也。孔子歷聘諸侯。諸侯莫能任。自衛反魯。過隱谷之中。見薌蘭獨茂。喟然嘆曰：夫蘭當為王者香。今乃獨茂。與眾草為伍。譬猶賢者不逢時。與鄙夫為倫也。乃止車援琴鼓之云云。自傷不逢時。托辭于薌蘭雲。〗	習習谷風。以陰以雨。之子于歸。遠送於野。何彼蒼天。不得其所。逍遙九州。無有定處。世人暗蔽。不知賢者。年紀邁逝。一身將老。（○琴操上。《類聚》八十一。《御覽》九百八十三。《樂府詩集》五十八。朱文公校昌黎集注。又《御覽》五百七十八引大周正樂有序無辭。《詩紀前集》四。）
Lu1983.481	11.4	【龜山操】				〖龜山操者。孔子所作也。齊人饋女樂。季桓子受之。魯君閉門不聽朝。當此之時。季氏專政。上僣天子。下畔大夫。賢聖斥逐。讒邪滿朝。孔子欲諫不得。退而望魯。魯有龜山蔽之。譬季氏于龜山。托勢位於斧柯。季氏專政猶龜山之蔽魯也。傷政道之陵遲。閔百姓不得其所。欲誅季氏而力不能。於是援琴而歌雲。〗	予慾望魯兮龜山蔽之。手無斧柯。奈龜山何。（○琴操上。朱文公校昌黎先生集龜山操注。《御覽》五百七十八引大周正樂有序無辭。《詩紀前集》四。）
Lu1983.482	11.5	【越裳操】			〖《詩紀》雲。琴操作越嘗操。〗	〖越裳操者。周公之所作也。周公輔相成王。成文王之王道。天下太平。萬國和會。江黃納貢。越裳重九譯而來獻白雉。執贄曰：吾君在外國也。頃無迅風暴雨。意者中國有聖人乎。故遣臣來。周公於是仰天而嘆之。乃援琴而鼓之。其章曰云云。遂受之獻于文王之廟。〗	于戲嗟嗟。非旦之力。乃文王之德。（○《詩紀》力德下皆有也字。注云。一無二也字。○琴操上。《樂府詩集》五十七。朱文公校昌黎先生集注。《御覽》五百七十八引大周正樂有序無辭。《詩紀前集》四。）
Lu1983.483	11.6	【拘幽操】				〖拘幽操者。文王拘於羑里而作也。文王備修道德。百姓親附。文王有二子。周公、武王。皆聖。是時崇侯虎與文王列為諸侯。德不能及文王。常嫉妒之。乃譖文王于紂曰：西伯昌。聖人也。長子發。中子旦。皆聖人也。三聖合謀。將不利於君。君其慮之。紂用其言。乃囚文王于羑里。擇日欲殺之。於是文王四臣。太顛、閎夭、散宜生、南宮適之徒。在見文王。文王為矉反目者。紂之好色也。柎桴其腹者。言欲得奇寶也。蹀躞其足者。使疾迅也。於是乃周流海內。經歷風土。得美女二人、水中大貝、白馬朱鬛。以獻于紂。陳于中庭。紂見之。仰天而嘆曰：嘻哉。此誰寶。散宜生趨而進曰：是西伯之寶。以贖刑罪。紂曰：于寡人何其厚也。立出西伯。紂謂宜生。譖岐侯者。長鼻決耳也。宜生還以狀告文王。乃知崇侯譖之。文王在羑里時。演八卦以為六十四卦。作郁厄之辭。困於石。據于蒺藜。乃申憤以作歌曰：〗	殷道溷溷浸濁煩兮。朱紫相合不別分兮。迷亂聲色信讒言兮。炎炎之虐使我愆兮。幽閉牢阱由其言兮。無辜桎梏誰所宣兮。進我四人憂勤勤兮。得此珍玩且解大患兮。倉皇迤命遺后昆兮。作此象變兆在昌兮。欽承祖命天不喪兮。遂臨下土在聖明兮。討暴除亂誅逆王兮。（○琴操上。《御覽》五百七十一引古今樂錄。續古文苑四。《詩紀前集》四。又《類聚》十二、《御覽》八十四、樂府五十七俱引煩、分、言、愆、言、勤六韻。朱文公校昌黎集注引琴錄煩、分、言、愆、言、勤六韻。）
Lu1983.484	11.7	【履霜操】				〖履霜操者。尹吉甫之子伯奇所作也。吉甫。周上卿也。有子伯奇。伯奇母死。吉甫更娶后妻。生子曰伯封。乃譖伯奇于吉甫曰：伯奇見妾有美色。然有欲心。吉甫曰：伯奇為人慈仁。豈有此也。妻曰：試置妾空房中。君登樓而察之。后妻知伯奇仁孝。乃取毒蜂綴衣領。令伯奇綴之。伯奇前持之。吉甫大怒。放伯奇於野。伯奇編水荷而衣之。采楟花而食之。清朝履霜。自傷無罪見逐。乃援琴而鼓之曰云云。宣王出遊。吉甫從之。伯奇乃作歌。以言感之於宣王。宣王聞之曰：此孝子之辭也。吉甫乃求伯奇於野而感悟。遂射殺后妻。〗	履朝霜兮采晨寒。考不明其心兮聽讒言。孤恩別離兮摧肺肝。何辜皇天兮遭斯愆。痛歿不同兮恩有偏。誰說顧兮知我冤。（○琴操上。《世說》新語言語篇注。《文選》十八長笛賦注。《初學記》二。《白帖》六。《御覽》十四、五百十一引並有序無辭。《樂府詩集》五十七。朱文公校昌黎集注引古我府解題。《詩紀前集》四。○逯案。《後漢書》黃瓊傳注引《說苑》曰：王國子前母子伯奇。後母子伯封。後母欲其子立為太子。說王曰：伯奇好妾。王不信。其母曰：令伯奇於後園。妾過其旁。王上台視之。即可知。王如其言。伯奇入園。後母取蜂十數置單衣中。過伯奇邊曰：蜂螫我。伯奇就衣中取蜂殺之。王遙見之。乃逐伯奇也云云。據此西漢初年。始有與琴操本事相同之故事。然尚無琴曲這事。水經江水注引揚雄琴清英曰：尹吉甫子伯奇。至孝。後母譖之。自投江中。衣苔帶藻。忽夢見水仙。賜其美葯。思惟養親。揚聲悲歌。船人聞之而學之。吉甫聞船人之聲。疑似伯奇。援琴作子安之操云云。據此伯奇故事雖演為琴曲。與本操亦相異。又後漢王充《論衡》書虛篇、趙岐孟子注。均謂伯奇流放。作小弁之詩。可見後漢前期。伯奇故事亦尚未固定。至曹植貪惡鳥論引俗傳雲。吉甫后悟追傷伯奇。遂射殺后妻。而《世說》新語注引琴操謂伯奇作歌。以言感之。履霜操及共歌辭。始正式傳行於世。要這。此操至早為後漢時作品。）
Lu1983.485	11.8	【雉朝飛操】				〖雉朝飛操者。齊獨沐子所作也。獨沐子年七十無妻。出薪於野。見飛雉雄雌相隨。感之。撫琴而歌曰：○逯案。獨沐子。琴操序首作沐犢子。是也。《古今注》作牧犢子。〗	雉朝飛。鳴相和。雌雄群游于山阿。我獨何命兮未有家。時將暮兮可奈何。嗟嗟暮兮可奈何。（○琴操上。《樂府詩集》五十七。朱文公校昌黎集雉朝飛操注引《古今注》。《詩紀前集》四。又《類聚》九十、《御覽》九百十七引和、河二韻。○逯案。崔豹《古今注》曰：雉朝飛者。牧犢子所作也。齊處士。湣宣王時人。年五十無妻。出薪於野。見雉雌雄相隨而飛。意動心悲。乃仰天嘆。大聖在上。恩及草木鳥獸。而我獨不獲。因援琴而歌。以明自傷。其聲中絕。魏武帝宮人有盧女者。故冠軍將軍陰叔之妹。七歲入漢宮。學鼓琴。琴特鳴。異於諸妓。善為新聲。能為此曲云云。又據昌黎集注。原本《古今注》並載此歌辭。可見此操此歌即後漢末年之新聲。查揚雄琴清英曰：雉朝飛操者。衛女傅母之所作也。衛侯女嫁於齊太子。至中道。聞太子死。問傅母曰：何知。傅母曰：且往當喪。喪畢不肯歸。終之以死焉。傅母悔之。取女所自操琴。于冢上鼓之。忽有二雉俱出墓中。傅母撫雌雉曰：女果為雉耶。言未畢。俱飛而起。忽然不見。傅母悲痛。援琴作操。故曰雉朝飛。據此西漢末已有雉朝飛操。但其本事與琴操異。且無此歌也。）
Lu1983.486	11.9	【別鶴操】				〖別鶴操者。商陵牧子所作也。牧子娶妻五年。無子。父兄將欲為改娶。妻聞之。中夜驚起。倚戶悲嘯。牧子聞之。援琴鼓之云云。痛恩愛之永離。因彈別鶴以舒情。故曰別鶴操。后仍為夫婦。〗	將乖比翼兮隔天端。山川悠遠兮路漫漫。攬衣不寐兮食忘餐。（《詩紀》雲。《古今注》無三兮字。攬衣作攬衾。○敦煌石室唐寫修文殿《御覽》殘卷。《書鈔》百九。《類聚》九十六。《白帖》六、二十九。《御覽》九百十六有序無辭。朱文公校昌黎集別鶴操注。崔豹《古今注》。《樂府詩集》五十八引《古今注》。《詩紀前集》四。○逯案。今本琴操有敘無辭。蓋此書乃後人輯綴而成。故致遺漏。今據《古今注》及《樂府詩集》補入之。）
Lu1983.487	11.10	【列女引】				〖列女引者。楚莊王妃樊姬之所作也。庄王愛幸樊姬。不敢專席。飾眾妾使更侍王。以廣繼嗣。庄王一日罷朝而晏。樊姬問故。王曰與賢相語。姬問為誰。曰：虞丘子。樊姬曰：妾幸得侍王。非不欲專貴擅愛也。以為傷王之義。故所進與王同位者數人矣。今虞丘子為相。未嘗進一賢。安得為賢。明日。王以樊姬語告虞丘子。稽首辭位而進孫叔敖。樊姬自以諫行志得。作列女引曰：〗	忠諫行兮正不邪。眾妾誇兮繼嗣多。（○琴操上。○逯案。渚宮舊事雲。庄王無子。愛幸樊姬。後宮不得進御。姬言于王曰：妾以卑微之身。明不足以自照。善不足以補過。後宮出入十年矣。寢專寵。眾妾不進。繼嗣不孳。王有偏施之過。妾有專愛之罪。此非大王全國之福。王善其言。使六姬更侍。有子六人。樊姬言從志得。援琴而歌曰：忠言信兮從正不邪。眾妾進兮繼嗣多云云。與琴操大同小異。又案。樊姬此事分見《列女傳》、《韓詩外傳》及《新序》等書。）
Lu1983.488	11.11	【貞女引】				〖貞女引者。魯漆室女所作也。漆室女倚柱悲吟而嘯。鄰人見其心之不樂也。進而問之曰：有滛心欲嫁之念耶。何吟之悲。漆室女曰：嗟乎。嗟乎。子無智不知人之甚也。昔者楚人得罪于其君。走逃。吾東家馬逸。蹈吾園葵。使吾終年不懨菜。吾西鄰失羊不還。請吾兄追之。霧濁水出。使吾兄溺死。終身無兄。政之所致也。吾憂國傷人。心悲而嘯。豈欲嫁哉。自傷懷結。而為人所疑。於是褰裳入山林之中。見女貞之木。喟然嘆息。援琴而弦歌以女貞之辭云云。遂自經而死。〗	菁菁茂木隱獨榮兮。變化垂枝含秀英兮。修身養行建令名兮。厥道不移善惡並兮。屈躬就濁世徹清兮。懷忠見疑何貪生兮。（○琴操上。《後漢書》盧植傳注。《樂府詩集》五十八作處女吟。又《詩紀前集》四。○逯案。《列女傳》魯漆室女傳與此本事同。然尚無所謂女貞之歌。而後漢紀劉陶改鑄大錢議曰：臣嘗誦詩至於鴻雁於野之勞。哀勤百堵之事。每喟爾長懷。中篇而嘆。近聽征夫劬勞之聲。甚於斯歌。是以追悟匹婦吟魯之憂。始於此乎云云。疑此歌後漢時已甚流行。又案。樂府于貞女引只引琴操敘語。未列歌辭。同卷處女吟下引琴操曰：處女吟。魯處女所作也。所列歌。即此菁菁茂木篇。查樂府同卷雙燕離下引琴集曰：獨處吟、流澌咽、雙燕離、處女吟四曲。其詞俱亡云云。據此菁菁茂木非處女吟。又梁簡文帝擬貞女引雲。南臨女貞樹。與琴操見女貞之木相合。並證菁菁茂木一歌應依琴操及琴苑要錄作貞女引。）
Lu1983.489	11.12	【辟歷】			〖《詩紀》作霹靂〗引〗	〖辟歷引者。楚商樑子所作也。商樑子出遊九皋之澤。覽漸水之台。張罛置罟。周于荊山。臨曲池而漁。而疾風霄雹。雷電奄冥。天火四起。辟歷下臻。玄鶴翔其前。白虎吟其後。懼然而驚。謂其仆曰：今日出遊。豈非常之行耶。何其災變之甚也。其仆曰：孤虛設張。八宿相望。熒惑干角。五星失行。此國之變也。君其返國矣。於是商樑子歸其室。乃援琴而歌之。韻聲激發。象辟歷之聲。故曰辟歷引雲。〗	疾雨盈河。辟歷下臻。洪水浩浩滔厥天。鏗隆愧。隱隱闐闐。國將亡兮喪厥年。（原注。商梁當作莊王。聲之誤也。王有琴名繞樑。○琴操上。《書鈔》百五十二。《御覽》十三有序無辭。事類賦雷賦注。《詩紀前集》四。）
Lu1983.490	11.13	【箕山操】				〖箕山操。許由作也。許由者。古之貞固之士也。堯時為布衣。夏則巢居。冬則穴處。飢則仍山而食。渴則仍河而飲。無杯器。以手掬水而飲之。人見其無器。以一瓢遺之。由操飲畢。以瓢掛樹。風吹樹動。歷歷有聲。由以為煩擾。遂取捐之。以清節聞于堯。堯大其志。乃遣使以符璽禪為天子。於是許由喟然嘆曰：匹夫結志。固如盤石。采山飲河。所以養性。非以求祿位也。放發一優遊。所以安己不懼。非所以貪天下也。使者還。以狀報堯。堯知由不可動。亦已矣。於是許由以使者言為不善。乃臨河洗耳。樊堅見由主洗耳。問之。耳有何垢乎。由曰：無垢。聞惡語耳。堅曰：何等語者。由曰：堯聘吾為天子。堅曰：尊位。何為惡之。由曰：吾志在青雲。何乃劣為九洲伍長乎。於是樊堅方且飲牛。聞其言而去。恥飲于下流。於是許由名布四海。堯既殂落。乃作箕山之歌曰云云。許由死。遂葬于箕山。○逯案。此下為河間雜歌二十一章。今本所載。實為二十四則。合補遺計之且已三十。越出二十一章之數矣。細審二十四則中。如周太伯、文王思士、崔子渡河操等。皆不出琴操。乃輯家據古今樂錄移入者。應從刪。又如周金縢一則。標為周公金縢。實敘成王思慕。又僅見太平《御覽》。或出於孔衍之書。應存疑。舍此四則不計。實存者為二十章。然今本琴操尚有補遺五則。其中如西狩獲麟一則。當屬於孔子厄篇。雍門周一則。已確知出於桓譚新新論。此外尚有伍員、孤鶼、甯戚等三則。以之合二十間。仍越出原二十一章之數也。此二十三章中。有歌辭者共十五篇。今一概列之本卷。又其中如莊周獨處吟一篇。據本文應從《詩紀》改為引聲歌。不得以二十一章中已逸之獨處吟目之也。〗	登彼箕山兮瞻望天下。山川麗崎。萬物還普。日月運照。靡不記睹。游放其間。何所卻慮。嘆彼唐堯。獨自愁苦。勞心九州。憂勤後土。謂余欽明。傳禪易祖。我樂如何。蓋不盼顧。河水流兮緣高山。甘瓜施兮棄綿蠻。高林肅兮相錯連。居此之處傲堯君。（君字原缺。從古今樂補。○琴操下。《御覽》五七一引古今樂錄。）
Lu1983.491	11.14	【文王受命】				〖受命者。謂文王受天命而王。文王以紂時為岐侯。躬修道德。執行仁義。百姓親附。是時紂為無道。刳肥斮涉。廢壞仁人。天統易運。諸侯瓦解。皆歸文王。其後有鳳皇銜書于文王之郊。文王以殷帝無道。虐亂天下。皇命已移。不得復久。乃作鳳皇之歌。其章曰：○逯案。《樂府詩集》作文王操。引琴操曰：紂為無道。諸侯皆歸文王。其後有鳳皇銜書于郊。文王乃作此歌。據此本篇以作文王操為是。〗	翼翼翱翔彼鸞皇兮。銜書來游以命昌兮。瞻天案圖殷將亡兮。蒼蒼昊天始有萌兮。神連精合謀于房兮。與我之業望羊來兮。（○琴操上。《樂府詩集》五十七及《詩紀前集》四作文王操。又《類聚》十二、《御覽》八十四所引無末句。○逯案。孔子世家。孔子學鼓琴師襄子。十日不進。師襄子曰：可以益矣。孔子曰：丘已習其曲矣。未得其數也。有間曰：已習其數。可以益矣。孔子曰：丘未得其志也。有間曰：已習其志。可以益矣。孔子曰：丘未得其為人也。有間曰：有所穆然深思焉。有所怡然高望而遠志焉。曰：丘得其為人。黯然而黑。幾然而長。眼如望羊。心如王四國。非文王其誰能為此也。師襄子辟席再拜曰：師蓋雲文王操也云云。《韓詩外傳》、孔子《家語》所記與此略同。據此。前漢人所傳文王操。尚僅有弦無歌。是以桓譚新論謂文王操聲紛以擾。駭角震商。只從聲曲言之。又此歌望羊二字。沿襲《史記》、《家語》眼如望羊。乃以形容文王者。而《論衡》骨相篇雲。武王望陽。語增篇雲。武王之相。望羊而已。又白虎通聖人篇雲。武王望羊。是謂攝陽。盱目陳兵。天下富昌。是後漢時望羊之說已轉屬武王。與《史記》、《韓詩外傳》不同。今琴操言與我之業望羊來兮。或與我之業望羊來兮。明是文王希冀子發興集王叢之意。與後漢說同。與前漢說不同。可見歌辭為後漢人之所作也。又歌辭望羊來。來字與前韻不葉。疑當作來望羊三字。）
Lu1983.492	11.15	【思親操】				〖舜耕歷山。思慕父母。見鳩與母俱飛鳴相哺食。益以感思。乃作歌曰：〗	陟彼歷山兮崔嵬。有鳥翔兮高飛。瞻彼鳩兮徘徊。河水洋洋兮清冷。深谷鳥鳴兮嚶嚶。設罝張{罒員}兮思我父母力耕。日與月兮往如馳。父母遠兮吾將安歸。（○琴操下。《類聚》九十二、《御覽》九百二十一併引琴操。有序無辭。又《樂府詩集》五十七引古今樂錄。《詩紀前集》四。）
Lu1983.493	11.16	【儀鳳歌】				〖儀鳳歌者。周成王之所作也。成王即位。用周召、畢榮之屬。天下大治。殊方絕域。莫不蒙化。是以越裳獻雉。重譯來貢。太平之瑞。同時而應。麒麟游苑囿。鳳皇來舞于庭。頌聲並作。僉然大同。於是成王乃援琴而鼓之曰：○《樂府詩集》作神鳳操。《詩紀》同。〗	鳳皇翔兮于紫庭。余何德兮以感靈。賴先人兮恩澤臻。于胥樂兮民以寧。鳳皇來兮百獸晨。（孫貽讓曰：案晨當作震。震與振通謂振奮而舞也。○《類聚》九十九。《白帖》二十九。《初學記》三十。《御覽》九百十五。尚書摘洛戒。《宋書》二十七符瑞志。竹書紀年下。沈約注。樂府五十七引古今光錄。《御覽》五百七十八引大周正樂有序無辭。《詩紀前集》四。○逯案。鳳皇來兮百獸晨句。當是另一章起句。與上四句不是一篇。又案。尚書摘洛戒乃兩漢緯書。後漢何休曾為之作注。琴操襲用之。證其必出後漢。）
Lu1983.494	11.17	【龍蛇歌】				〖龍蛇歌者。介子綏所作也。晉公子重耳。與子綏俱亡。子綏割戎腕股。以救重耳。重耳復國。舅犯、趙衰俱蒙厚賞。子綏獨無所得。綏甚怨恨。乃作龍蛇之歌以感之。遂遁入山。其章曰云云。文公驚悟。即遣求得於綿山之下。使者奉節迎之。終不肯出。文公令燔山求之。火熒自出。子綏遂抱木而燒死。文公哀之流涕。歸。令民五月五日。不得舉發火。〗	有龍矯矯。遭天譴怒。捲逃鱗甲。來遁于下。志願不得。與蛇同伍。龍蛇俱行。周遍山野。龍遭飢餓。蛇割腓股。龍得升天。安厥房產。蛇獨抑摧。沈滯泥土。仰天怨望。惆悵悲苦。非樂龍伍。怪不盼顧。（○琴操下。玉燭寶典二引琴操。《詩紀前集》二。○逯案。介之推龍蛇歌共有六種。分別見於呂覽、《史記》、《說苑》、《新序》、《淮南子》注及琴操等。呂覽、《史記》、《說苑》為一系。皆言五蛇從龍。此自先秦傳流者。《新序》、《淮南子》注、琴操為一系。只言蛇龍相從。此則流行兩漢之新篇。呂覽、《史記》、《說苑》等篇已編入先秦。今于琴操龍蛇歌后。並附《新序》、《淮南子》注兩篇。又《樂府詩集》所載一首。與琴操辭相似。蓋抄琴集。今亦附入。）
Lu1983.495	11.18	【龍蛇歌】			〖附〗	〖《新序》曰：晉文公返國。酌士大夫酒。召舅犯而將之。召艾陵而相之。授田百萬。介子推無爵齒而就位。觴三行。介子推奉觴而起曰云云。遂去而之介山之上。文公使人求之。不得。以謂焚其山宜出。及焚其山。遂不出而焚死。〗	有龍矯矯。將失其所。有蛇從之。周流天下。龍既入深淵。得其安所。蛇脂盡干。獨不得甘雨。（○《新序》節士篇。《樂府詩集》五十七。《詩紀前集》二。）
Lu1983.496	11.19	【龍蛇歌】			〖附〗	〖《淮南子》注曰：介子。介推也。從晉公子重耳出奔翟。遭難絕糧。介子推割肌啖之。文公復國。賞從亡者。子推獨不及。故歌曰云云。龍以喻文公。蛇以自喻也。於是文公覺悟。求介子不得。而號泣之。〗	有龍矯矯。而失其所。有蛇從之。而啖其口。龍既升雲。蛇獨泥處。（○淮南說山訓許慎注。）
Lu1983.497	11.20	【龍蛇歌】			〖附〗	〖琴集曰：士失志操。介子推所作也。一曰龍蛇歌。〗	有龍矯矯。遭天譴怒。三蛇從之。一蛇割股。二蛇入國。厚蒙爵士。餘有一蛇。棄于草莽。（○《樂府詩集》五十七。《詩紀前集》二。）
Lu1983.498	11.21	【芑梁妻歌】				〖芑梁妻歌者。齊邑芑梁殖之妻所作也。庄公襲莒。殖戰而死。妻嘆曰：上則無父。中則無夫。下則無子。外無所依。內無所倚。將何以立。吾節豈能更二哉。於是乃援琴而鼓之曰雲。曲終遂自投淄水而死。〗	樂莫樂兮新相知。悲莫悲兮生別離。哀感皇天兮城為隳。（琴操作墜。《水經注》作之墜。○琴操上。水經沭水注。《御覽》百九十二。《詩紀前集》四。○逯案。齊侯襲莒、杞梁死之事。見左襄二十三年傳。然左氏僅謂齊侯歸遇杞梁之妻于郊。使吊之。又禮記檀弓、《韓詩外傳》亦只載杞梁妻哭夫事。並無哭城與城崩之說。《列女傳》、《說苑》始謂杞梁死。其妻向城哭而城崩。今琴操既同此說。敘事亦與《列女傳》雷同。知歌辭之作。必在前漢以後也。又崔豹《古今注》謂杞梁妻歌乃杞梁妻妹明月所所作。與此當不同。）
Lu1983.499	11.22	【信立】			〖《詩紀》作獻玉。〗退怨歌	〖卞和者。楚野民。常居山耕種。因得玉璞。以獻于楚懷王。懷王使樂正子占之。言非玉。王以為欺謾。斬其一足。懷王死。子平王立。和復抱其璞而獻之。平王復以為欺謾。斬其一足。平王死。子立為荊王。和復欲獻之。恐復見害。乃包其玉而哭荊山之中。晝夜不止。涕盡繼之以血。荊山為之崩。荊王遣問之。於是和隨使獻王。王使剖之。中果有玉。乃封和為陵陽侯。和辭不就而去。作退怨之歌曰：〗	悠悠沂水經荊山兮。精氣鬱泱谷嚴嚴兮。中有神寶灼明明兮。穴山采玉難為功兮。於何獻之楚先王兮。遇王暗昧信讒言兮。斷截兩足離余身兮。俯仰嗟嘆心摧傷兮。紫之亂朱粉墨同兮。空山歔欷涕龍鍾兮。天鑒孔明竟以彰兮。沂水滂沌流於汶兮。進寶得刑足離分兮。去封立信守休芸兮。斷者不續豈不冤兮。（○琴操下。《類聚》八十三。《樂府詩集》四十一。《詩紀前集》四。又《後漢書》孔融傳注引分、芸、冤三韻。《初學記》二十七引山、嚴、明、功四韻。《文選》二十五重贈盧諶詩注引山、功二韻。渚宮舊事一所引缺身一韻。○劉師培琴操補釋曰：案此以平王為懷王子。與史不合。韓非子和氏篇作以獻厲王。下言厲王薨。武王即位。又言武王薨。文王即位。《新序》雜事五同。惟文王作共王。疑所記當以韓非子為確。又曰：案沂水在魯。不得經荊山。沂乃沔字之訛也。《說文》雲。沔。沔水也。出武都沮縣東狼谷。東南入江。一曰入夏水。逯案。琴操本事多沿民間傳說。不斤斤於時地記載。既能謂平王為楚懷王子。亦可言魯水過荊山。不必作沂沔考訂也。）
Lu1983.500	11.23	【歸耕操】			〖原作曾子歸耕。今從《詩紀》改。〗	〖歸耕者。曾子之所作也。曾子事孔子。十有餘年。晨覺。眷然念二親年衰。養之不備。於是援琴而鼓之曰：〗	歔欷歸耕來兮。安所耕歷山盤兮。以晏父母我心愽兮。（琴操無以上八字而有欽崟二字。○琴操下。風雅逸篇五。《詩紀前集》四。又《文選》十五思玄賦注引起首二句。）
Lu1983.501	11.24	【引聲歌】			〖原作莊周獨處吟。今從《詩紀》。〗	〖莊周者。齊人也。篤學術。多所博達。進見方來。卻睹示發。是時齊湣王好為兵事。慣用干戈。莊周儒士。不合於時。自以不用。行欲避亂。自隱於山嶽。後有達莊周于湣王。遣使齎金百鎰。聘以相位。周不就。使者曰：金至寶。相尊官。何辭之為。周曰：君不見夫郊祀之牛。衣之以朱彩。食之以禾粟。非不樂也。及其用時。鼎鑊在前。刀俎在后。當此之時。雖欲還就孤犢。寧可得乎。周所以飢不求食。渴不求飲者。但欲全身遠害耳。於是重謝。使者不得已而去。復引聲歌曰：〗	天地之道。近在胸臆。呼噏精神。以養九德。渴不求飲。飢不索食。避世守道。志潔如玉。卿相之位。難可直當。嚴嚴之石。幽而清涼。枕塊寢處。樂在其央。寒涼固回。可以久長。（○琴操下。《詩紀前集》二。又《文選》三十八薦譙元彥表注引玉一韻。《御覽》五百七十一引古今樂錄。）
Lu1983.502	11.25	【霍將軍歌】				〖霍將軍歌者。霍去病之所作也。去病為討寇校尉。為人少言。勇而有氣。使擊匈奴。斬首兩千。后六齣。斬首十餘萬級。益封萬五千戶。秩祿與大將軍等。於是志得意歡。乃援琴而鼓之曰：〗	四夷既獲諸夏康兮。國家安寧樂無央兮。載戢干戈弓矢藏兮。麒麟來臻鳳皇翔兮。與天相保永無疆兮。親親百年各延長兮。（○琴操下。《樂府詩集》六十。范唏文對床夜語一、廣《文選》十四俱作琴歌。《詩紀》二。○逯案。《樂府詩集》曰：案琴操有霍將軍渡河歌。去病所作也。因據古今樂錄著錄此歌。蓋以此當霍將軍渡河歌也。又此敘今本琴操與古今樂錄略同。惟多誤字。今直鈔樂錄。）
